município,ano,sigla,idhm_e,idhm_l,idhm_r,idhm
MARILUZ,2000,PR,0.36,0.698,0.586,0.528
MARINGÁ,2000,PR,0.663,0.803,0.762,0.74
MARIÓPOLIS,2000,PR,0.529,0.768,0.664,0.646
MARIPÁ,2000,PR,0.614,0.822,0.69,0.704
MARMELEIRO,2000,PR,0.453,0.741,0.624,0.594
MARQUINHO,2000,PR,0.211,0.724,0.53,0.433
MARUMBI,2000,PR,0.494,0.732,0.61,0.604
MATELÂNDIA,2000,PR,0.551,0.748,0.654,0.646
MATINHOS,2000,PR,0.469,0.796,0.685,0.635
MATO RICO,2000,PR,0.294,0.731,0.523,0.483
MAUÁ DA SERRA,2000,PR,0.324,0.738,0.609,0.526
MEDIANEIRA,2000,PR,0.538,0.804,0.679,0.665
MERCEDES,2000,PR,0.516,0.789,0.686,0.654
MIRADOR,2000,PR,0.403,0.77,0.588,0.567
MIRASELVA,2000,PR,0.548,0.816,0.641,0.659
MISSAL,2000,PR,0.55,0.786,0.658,0.658
MOREIRA SALES,2000,PR,0.426,0.706,0.606,0.567
MORRETES,2000,PR,0.381,0.765,0.644,0.573
MUNHOZ DE MELO,2000,PR,0.527,0.794,0.645,0.646
NOSSA SENHORA DAS GRAÇAS,2000,PR,0.515,0.766,0.581,0.612
NOVA ALIANÇA DO IVAÍ,2000,PR,0.618,0.74,0.616,0.656
NOVA AMÉRICA DA COLINA,2000,PR,0.428,0.706,0.592,0.563
NOVA AURORA,2000,PR,0.55,0.743,0.669,0.649
NOVA CANTU,2000,PR,0.355,0.698,0.595,0.528
NOVA ESPERANÇA,2000,PR,0.491,0.769,0.664,0.631
NOVA ESPERANÇA DO SUDOESTE,2000,PR,0.432,0.718,0.617,0.576
NOVA FÁTIMA,2000,PR,0.489,0.765,0.656,0.626
NOVA LARANJEIRAS,2000,PR,0.336,0.748,0.587,0.528
NOVA LONDRINA,2000,PR,0.585,0.803,0.672,0.681
NOVA OLÍMPIA,2000,PR,0.489,0.754,0.62,0.611
NOVA SANTA BÁRBARA,2000,PR,0.501,0.738,0.607,0.608
NOVA SANTA ROSA,2000,PR,0.581,0.782,0.66,0.669
NOVA PRATA DO IGUAÇU,2000,PR,0.436,0.763,0.621,0.591
NOVA TEBAS,2000,PR,0.381,0.728,0.553,0.535
NOVO ITACOLOMI,2000,PR,0.522,0.738,0.549,0.596
ORTIGUEIRA,2000,PR,0.259,0.748,0.542,0.472
OURIZONA,2000,PR,0.498,0.739,0.637,0.617
OURO VERDE DO OESTE,2000,PR,0.505,0.762,0.586,0.609
PAIÇANDU,2000,PR,0.467,0.745,0.613,0.597
PALMAS,2000,PR,0.376,0.736,0.661,0.568
PALMEIRA,2000,PR,0.499,0.736,0.678,0.629
PALMITAL,2000,PR,0.324,0.709,0.574,0.509
PALOTINA,2000,PR,0.593,0.818,0.72,0.704
PARAÍSO DO NORTE,2000,PR,0.508,0.757,0.663,0.634
PARANACITY,2000,PR,0.507,0.765,0.643,0.629
PARANAGUÁ,2000,PR,0.481,0.803,0.695,0.645
PARANAPOEMA,2000,PR,0.519,0.767,0.575,0.612
PARANAVAÍ,2000,PR,0.59,0.803,0.698,0.692
PATO BRAGADO,2000,PR,0.554,0.768,0.685,0.663
PATO BRANCO,2000,PR,0.631,0.803,0.727,0.717
PAULA FREITAS,2000,PR,0.435,0.786,0.608,0.592
PAULO FRONTIN,2000,PR,0.382,0.702,0.605,0.545
PEABIRU,2000,PR,0.504,0.741,0.626,0.616
PEROBAL,2000,PR,0.448,0.746,0.595,0.584
PÉROLA,2000,PR,0.479,0.754,0.649,0.617
PÉROLA D'OESTE,2000,PR,0.479,0.77,0.593,0.603
PIÊN,2000,PR,0.409,0.731,0.646,0.578
PINHAIS,2000,PR,0.53,0.773,0.691,0.657
PINHALÃO,2000,PR,0.425,0.737,0.617,0.578
PINHAL DE SÃO BENTO,2000,PR,0.34,0.755,0.559,0.524
PINHÃO,2000,PR,0.348,0.712,0.587,0.526
PIRAÍ DO SUL,2000,PR,0.444,0.738,0.633,0.592
PIRAQUARA,2000,PR,0.374,0.822,0.639,0.581
PITANGA,2000,PR,0.414,0.751,0.612,0.575
PITANGUEIRAS,2000,PR,0.464,0.788,0.616,0.608
PLANALTINA DO PARANÁ,2000,PR,0.474,0.753,0.608,0.601
PLANALTO,2000,PR,0.45,0.733,0.611,0.586
PONTA GROSSA,2000,PR,0.548,0.803,0.701,0.676
PONTAL DO PARANÁ,2000,PR,0.447,0.794,0.678,0.622
PORECATU,2000,PR,0.519,0.766,0.681,0.647
PORTO AMAZONAS,2000,PR,0.469,0.763,0.63,0.609
PORTO BARREIRO,2000,PR,0.356,0.753,0.602,0.544
PORTO RICO,2000,PR,0.516,0.751,0.61,0.618
PORTO VITÓRIA,2000,PR,0.409,0.706,0.603,0.558
PRADO FERREIRA,2000,PR,0.47,0.816,0.618,0.619
PRANCHITA,2000,PR,0.505,0.761,0.675,0.638
PRESIDENTE CASTELO BRANCO,2000,PR,0.504,0.803,0.62,0.631
PRIMEIRO DE MAIO,2000,PR,0.533,0.753,0.631,0.633
PRUDENTÓPOLIS,2000,PR,0.361,0.776,0.574,0.544
QUARTO CENTENÁRIO,2000,PR,0.402,0.761,0.578,0.561
QUATIGUÁ,2000,PR,0.49,0.766,0.641,0.622
QUATRO BARRAS,2000,PR,0.501,0.794,0.702,0.654
QUATRO PONTES,2000,PR,0.694,0.773,0.689,0.718
QUEDAS DO IGUAÇU,2000,PR,0.438,0.737,0.645,0.593
QUERÊNCIA DO NORTE,2000,PR,0.413,0.704,0.595,0.557
QUINTA DO SOL,2000,PR,0.456,0.767,0.605,0.596
QUITANDINHA,2000,PR,0.421,0.712,0.595,0.563
RAMILÂNDIA,2000,PR,0.344,0.737,0.545,0.517
RANCHO ALEGRE,2000,PR,0.492,0.737,0.611,0.605
RANCHO ALEGRE D'OESTE,2000,PR,0.392,0.767,0.661,0.584
REALEZA,2000,PR,0.512,0.774,0.658,0.639
REBOUÇAS,2000,PR,0.413,0.738,0.573,0.559
RENASCENÇA,2000,PR,0.458,0.741,0.607,0.591
RESERVA,2000,PR,0.286,0.694,0.576,0.485
RESERVA DO IGUAÇU,2000,PR,0.365,0.738,0.631,0.554
RIBEIRÃO CLARO,2000,PR,0.468,0.744,0.626,0.602
RIBEIRÃO DO PINHAL,2000,PR,0.462,0.753,0.621,0.6
RIO AZUL,2000,PR,0.357,0.751,0.582,0.538
RIO BOM,2000,PR,0.464,0.786,0.576,0.594
RIO BONITO DO IGUAÇU,2000,PR,0.263,0.698,0.551,0.466
RIO BRANCO DO IVAÍ,2000,PR,0.279,0.702,0.541,0.473
RIO BRANCO DO SUL,2000,PR,0.366,0.767,0.607,0.554
RIO NEGRO,2000,PR,0.577,0.804,0.673,0.678
ROLÂNDIA,2000,PR,0.562,0.723,0.705,0.659
RONCADOR,2000,PR,0.397,0.715,0.577,0.547
RONDON,2000,PR,0.479,0.741,0.64,0.61
ROSÁRIO DO IVAÍ,2000,PR,0.366,0.694,0.556,0.521
SABÁUDIA,2000,PR,0.534,0.753,0.638,0.635
SALGADO FILHO,2000,PR,0.413,0.763,0.561,0.561
SALTO DO ITARARÉ,2000,PR,0.417,0.767,0.588,0.573
SALTO DO LONTRA,2000,PR,0.446,0.794,0.608,0.599
SANTA AMÉLIA,2000,PR,0.433,0.707,0.607,0.571
SANTA CECÍLIA DO PAVÃO,2000,PR,0.465,0.753,0.572,0.585
SANTA CRUZ DE MONTE CASTELO,2000,PR,0.473,0.767,0.619,0.608
SANTA FÉ,2000,PR,0.515,0.744,0.657,0.631
SANTA HELENA,2000,PR,0.591,0.789,0.669,0.678
SANTA INÊS,2000,PR,0.511,0.753,0.61,0.617
SANTA ISABEL DO IVAÍ,2000,PR,0.558,0.769,0.63,0.647
SANTA IZABEL DO OESTE,2000,PR,0.417,0.769,0.632,0.587
SANTA LÚCIA,2000,PR,0.433,0.706,0.619,0.574
SANTA MARIA DO OESTE,2000,PR,0.298,0.702,0.512,0.475
SANTA MARIANA,2000,PR,0.458,0.753,0.629,0.601
SANTA MÔNICA,2000,PR,0.453,0.733,0.552,0.568
SANTANA DO ITARARÉ,2000,PR,0.406,0.763,0.598,0.57
SANTA TEREZA DO OESTE,2000,PR,0.496,0.722,0.606,0.601
SANTA TEREZINHA DE ITAIPU,2000,PR,0.512,0.751,0.676,0.638
SANTO ANTÔNIO DA PLATINA,2000,PR,0.452,0.725,0.657,0.599
SANTO ANTÔNIO DO CAIUÁ,2000,PR,0.461,0.74,0.586,0.585
SANTO ANTÔNIO DO PARAÍSO,2000,PR,0.463,0.721,0.601,0.585
SANTO ANTÔNIO DO SUDOESTE,2000,PR,0.432,0.738,0.598,0.576
SANTO INÁCIO,2000,PR,0.499,0.776,0.64,0.628
SÃO CARLOS DO IVAÍ,2000,PR,0.409,0.743,0.625,0.575
SÃO JERÔNIMO DA SERRA,2000,PR,0.353,0.738,0.578,0.532
SÃO JOÃO,2000,PR,0.529,0.763,0.655,0.642
SÃO JOÃO DO CAIUÁ,2000,PR,0.464,0.726,0.595,0.585
SÃO JOÃO DO IVAÍ,2000,PR,0.45,0.738,0.599,0.584
SÃO JOÃO DO TRIUNFO,2000,PR,0.313,0.731,0.557,0.503
SÃO JORGE D'OESTE,2000,PR,0.497,0.713,0.637,0.609
SÃO JORGE DO IVAÍ,2000,PR,0.574,0.768,0.678,0.669
SÃO JORGE DO PATROCÍNIO,2000,PR,0.441,0.743,0.587,0.577
SÃO JOSÉ DA BOA VISTA,2000,PR,0.376,0.723,0.575,0.539
SÃO JOSÉ DAS PALMEIRAS,2000,PR,0.442,0.767,0.583,0.582
SÃO JOSÉ DOS PINHAIS,2000,PR,0.485,0.797,0.699,0.646
SÃO MANOEL DO PARANÁ,2000,PR,0.556,0.75,0.602,0.631
SÃO MATEUS DO SUL,2000,PR,0.436,0.743,0.664,0.599
SÃO MIGUEL DO IGUAÇU,2000,PR,0.473,0.725,0.699,0.621
SÃO PEDRO DO IGUAÇU,2000,PR,0.446,0.769,0.573,0.581
SÃO PEDRO DO IVAÍ,2000,PR,0.53,0.744,0.647,0.634
SÃO PEDRO DO PARANÁ,2000,PR,0.458,0.769,0.605,0.597
SÃO SEBASTIÃO DA AMOREIRA,2000,PR,0.464,0.753,0.608,0.597
SÃO TOMÉ,2000,PR,0.473,0.731,0.617,0.598
SAPOPEMA,2000,PR,0.322,0.722,0.552,0.504
SARANDI,2000,PR,0.448,0.799,0.619,0.605
SAUDADE DO IGUAÇU,2000,PR,0.37,0.739,0.701,0.577
SENGÉS,2000,PR,0.351,0.737,0.675,0.559
SERRANÓPOLIS DO IGUAÇU,2000,PR,0.577,0.816,0.677,0.683
SERTANEJA,2000,PR,0.581,0.774,0.664,0.668
SERTANÓPOLIS,2000,PR,0.563,0.763,0.706,0.672
SIQUEIRA CAMPOS,2000,PR,0.457,0.766,0.632,0.605
SULINA,2000,PR,0.463,0.803,0.623,0.614
TAMARANA,2000,PR,0.291,0.738,0.597,0.504
TAMBOARA,2000,PR,0.512,0.816,0.62,0.637
TAPEJARA,2000,PR,0.435,0.731,0.626,0.584
TAPIRA,2000,PR,0.498,0.748,0.6,0.607
TEIXEIRA SOARES,2000,PR,0.432,0.718,0.614,0.575
TELÊMACO BORBA,2000,PR,0.543,0.726,0.678,0.644
TERRA BOA,2000,PR,0.52,0.753,0.622,0.624
TERRA RICA,2000,PR,0.454,0.736,0.643,0.599
TERRA ROXA,2000,PR,0.484,0.789,0.63,0.622
TIBAGI,2000,PR,0.32,0.762,0.584,0.522
TIJUCAS DO SUL,2000,PR,0.3,0.703,0.599,0.502
TOLEDO,2000,PR,0.6,0.798,0.697,0.694
TOMAZINA,2000,PR,0.409,0.767,0.612,0.577
TRÊS BARRAS DO PARANÁ,2000,PR,0.389,0.766,0.614,0.568
TUNAS DO PARANÁ,2000,PR,0.189,0.755,0.605,0.442
TUNEIRAS DO OESTE,2000,PR,0.437,0.706,0.585,0.565
TUPÃSSI,2000,PR,0.576,0.762,0.676,0.667
TURVO,2000,PR,0.293,0.739,0.547,0.491
UBIRATÃ,2000,PR,0.482,0.8,0.618,0.62
UMUARAMA,2000,PR,0.562,0.803,0.698,0.68
UNIÃO DA VITÓRIA,2000,PR,0.562,0.758,0.684,0.663
UNIFLOR,2000,PR,0.437,0.757,0.609,0.586
URAÍ,2000,PR,0.531,0.762,0.642,0.638
WENCESLAU BRAZ,2000,PR,0.443,0.702,0.647,0.586
VENTANIA,2000,PR,0.369,0.712,0.602,0.541
VERA CRUZ DO OESTE,2000,PR,0.466,0.714,0.627,0.593
VERÊ,2000,PR,0.515,0.803,0.639,0.642
ALTO PARAÍSO,2000,PR,0.35,0.748,0.57,0.53
DOUTOR ULYSSES,2000,PR,0.16,0.702,0.478,0.377
VIRMOND,2000,PR,0.401,0.767,0.608,0.572
VITORINO,2000,PR,0.432,0.744,0.647,0.592
XAMBRÊ,2000,PR,0.462,0.794,0.608,0.606
ABDON BATISTA,2000,SC,0.437,0.75,0.583,0.576
ABELARDO LUZ,2000,SC,0.371,0.791,0.661,0.579
AGROLÂNDIA,2000,SC,0.433,0.76,0.633,0.593
AGRONÔMICA,2000,SC,0.405,0.805,0.668,0.602
ÁGUA DOCE,2000,SC,0.45,0.794,0.689,0.627
ÁGUAS DE CHAPECÓ,2000,SC,0.375,0.782,0.672,0.582
ÁGUAS FRIAS,2000,SC,0.423,0.769,0.663,0.6
ÁGUAS MORNAS,2000,SC,0.368,0.809,0.622,0.57
ALFREDO WAGNER,2000,SC,0.292,0.84,0.671,0.548
ALTO BELA VISTA,2000,SC,0.48,0.789,0.625,0.619
ANCHIETA,2000,SC,0.4,0.779,0.573,0.563
ANGELINA,2000,SC,0.36,0.779,0.599,0.552
ANITA GARIBALDI,2000,SC,0.374,0.733,0.586,0.544
ANITÁPOLIS,2000,SC,0.329,0.783,0.654,0.552
ANTÔNIO CARLOS,2000,SC,0.487,0.858,0.692,0.661
APIÚNA,2000,SC,0.393,0.747,0.657,0.578
ARABUTÃ,2000,SC,0.444,0.777,0.701,0.623
ARAQUARI,2000,SC,0.393,0.774,0.634,0.578
ARARANGUÁ,2000,SC,0.533,0.808,0.687,0.666
ARMAZÉM,2000,SC,0.539,0.808,0.679,0.666
ARROIO TRINTA,2000,SC,0.535,0.851,0.662,0.67
ARVOREDO,2000,SC,0.359,0.819,0.626,0.569
ASCURRA,2000,SC,0.417,0.777,0.676,0.603
ATALANTA,2000,SC,0.418,0.759,0.677,0.599
AURORA,2000,SC,0.39,0.824,0.676,0.601
BALNEÁRIO ARROIO DO SILVA,2000,SC,0.509,0.826,0.665,0.654
BALNEÁRIO CAMBORIÚ,2000,SC,0.668,0.829,0.848,0.777
BALNEÁRIO BARRA DO SUL,2000,SC,0.481,0.821,0.66,0.639
BALNEÁRIO GAIVOTA,2000,SC,0.48,0.792,0.641,0.625
BANDEIRANTE,2000,SC,0.362,0.74,0.613,0.548
BARRA BONITA,2000,SC,0.376,0.74,0.576,0.543
BARRA VELHA,2000,SC,0.444,0.813,0.683,0.627
BELA VISTA DO TOLDO,2000,SC,0.299,0.733,0.541,0.491
BELMONTE,2000,SC,0.395,0.761,0.582,0.559
BENEDITO NOVO,2000,SC,0.439,0.812,0.659,0.617
BIGUAÇU,2000,SC,0.464,0.794,0.697,0.636
BLUMENAU,2000,SC,0.611,0.826,0.761,0.727
BOCAINA DO SUL,2000,SC,0.312,0.733,0.563,0.505
BOMBINHAS,2000,SC,0.519,0.798,0.698,0.661
BOM JARDIM DA SERRA,2000,SC,0.324,0.814,0.642,0.553
BOM JESUS,2000,SC,0.368,0.762,0.59,0.549
BOM JESUS DO OESTE,2000,SC,0.394,0.819,0.571,0.569
BOM RETIRO,2000,SC,0.357,0.777,0.633,0.56
BOTUVERÁ,2000,SC,0.383,0.818,0.684,0.598
BRAÇO DO NORTE,2000,SC,0.528,0.816,0.751,0.687
BRAÇO DO TROMBUDO,2000,SC,0.452,0.827,0.652,0.625
BRUNÓPOLIS,2000,SC,0.249,0.778,0.574,0.481
BRUSQUE,2000,SC,0.588,0.854,0.744,0.72
CAÇADOR,2000,SC,0.398,0.806,0.678,0.601
CAIBI,2000,SC,0.45,0.814,0.685,0.631
CALMON,2000,SC,0.217,0.7,0.514,0.427
CAMBORIÚ,2000,SC,0.404,0.783,0.656,0.592
CAPÃO ALTO,2000,SC,0.304,0.705,0.606,0.506
CAMPO ALEGRE,2000,SC,0.394,0.779,0.642,0.582
CAMPO BELO DO SUL,2000,SC,0.273,0.733,0.58,0.488
CAMPO ERÊ,2000,SC,0.387,0.758,0.6,0.56
CAMPOS NOVOS,2000,SC,0.435,0.809,0.666,0.617
CANELINHA,2000,SC,0.46,0.769,0.666,0.618
CANOINHAS,2000,SC,0.504,0.781,0.665,0.64
CAPINZAL,2000,SC,0.444,0.828,0.673,0.628
CAPIVARI DE BAIXO,2000,SC,0.57,0.817,0.651,0.672
CATANDUVAS,2000,SC,0.47,0.753,0.681,0.622
CAXAMBU DO SUL,2000,SC,0.427,0.788,0.718,0.623
CELSO RAMOS,2000,SC,0.424,0.75,0.557,0.562
CERRO NEGRO,2000,SC,0.278,0.732,0.528,0.475
CHAPADÃO DO LAGEADO,2000,SC,0.263,0.76,0.587,0.49
CHAPECÓ,2000,SC,0.551,0.807,0.713,0.682
COCAL DO SUL,2000,SC,0.6,0.822,0.682,0.695
CONCÓRDIA,2000,SC,0.587,0.837,0.729,0.71
CORDILHEIRA ALTA,2000,SC,0.518,0.766,0.696,0.651
CORONEL FREITAS,2000,SC,0.439,0.772,0.657,0.606
CORONEL MARTINS,2000,SC,0.435,0.776,0.602,0.588
CORUPÁ,2000,SC,0.489,0.829,0.685,0.652
CORREIA PINTO,2000,SC,0.425,0.753,0.632,0.587
CRICIÚMA,2000,SC,0.586,0.8,0.741,0.703
CUNHA PORÃ,2000,SC,0.48,0.782,0.683,0.635
CUNHATAÍ,2000,SC,0.464,0.871,0.684,0.651
CURITIBANOS,2000,SC,0.455,0.792,0.664,0.621
DESCANSO,2000,SC,0.462,0.767,0.638,0.609
DIONÍSIO CERQUEIRA,2000,SC,0.43,0.767,0.623,0.59
DONA EMMA,2000,SC,0.469,0.815,0.682,0.639
DOUTOR PEDRINHO,2000,SC,0.445,0.747,0.675,0.608
ENTRE RIOS,2000,SC,0.331,0.713,0.49,0.487
ERMO,2000,SC,0.446,0.77,0.626,0.599
ERVAL VELHO,2000,SC,0.504,0.772,0.656,0.634
FAXINAL DOS GUEDES,2000,SC,0.518,0.773,0.704,0.656
FLOR DO SERTÃO,2000,SC,0.428,0.735,0.647,0.588
FLORIANÓPOLIS,2000,SC,0.66,0.823,0.828,0.766
FORMOSA DO SUL,2000,SC,0.412,0.772,0.678,0.6
FORQUILHINHA,2000,SC,0.476,0.796,0.696,0.641
FRAIBURGO,2000,SC,0.479,0.775,0.667,0.628
FREI ROGÉRIO,2000,SC,0.352,0.723,0.594,0.533
GALVÃO,2000,SC,0.465,0.792,0.666,0.626
GAROPABA,2000,SC,0.476,0.821,0.654,0.635
GARUVA,2000,SC,0.327,0.801,0.652,0.555
GASPAR,2000,SC,0.513,0.813,0.722,0.67
GOVERNADOR CELSO RAMOS,2000,SC,0.475,0.823,0.654,0.635
GRÃO PARÁ,2000,SC,0.43,0.808,0.735,0.634
GRAVATAL,2000,SC,0.469,0.812,0.654,0.629
GUABIRUBA,2000,SC,0.515,0.849,0.709,0.677
GUARACIABA,2000,SC,0.475,0.799,0.633,0.622
GUARAMIRIM,2000,SC,0.569,0.822,0.687,0.685
GUARUJÁ DO SUL,2000,SC,0.474,0.821,0.706,0.65
GUATAMBÚ,2000,SC,0.426,0.788,0.568,0.576
HERVAL D'OESTE,2000,SC,0.508,0.829,0.664,0.654
IBIAM,2000,SC,0.376,0.806,0.667,0.587
IBICARÉ,2000,SC,0.438,0.805,0.668,0.618
IBIRAMA,2000,SC,0.5,0.808,0.695,0.655
IÇARA,2000,SC,0.458,0.785,0.65,0.616
ILHOTA,2000,SC,0.474,0.826,0.661,0.637
IMARUÍ,2000,SC,0.363,0.769,0.62,0.557
IMBITUBA,2000,SC,0.53,0.81,0.665,0.658
IMBUIA,2000,SC,0.342,0.75,0.653,0.551
INDAIAL,2000,SC,0.525,0.831,0.713,0.678
IOMERÊ,2000,SC,0.595,0.823,0.724,0.708
IPIRA,2000,SC,0.526,0.764,0.651,0.64
IPORÃ DO OESTE,2000,SC,0.465,0.767,0.616,0.603
IPUAÇU,2000,SC,0.332,0.706,0.578,0.514
IPUMIRIM,2000,SC,0.436,0.803,0.671,0.617
IRACEMINHA,2000,SC,0.453,0.785,0.627,0.606
IRANI,2000,SC,0.401,0.802,0.689,0.605
IRATI,2000,SC,0.362,0.769,0.587,0.547
IRINEÓPOLIS,2000,SC,0.306,0.781,0.635,0.533
ITÁ,2000,SC,0.505,0.825,0.69,0.66
ITAIÓPOLIS,2000,SC,0.397,0.764,0.586,0.562
ITAJAÍ,2000,SC,0.565,0.787,0.733,0.688
ITAPEMA,2000,SC,0.555,0.819,0.771,0.705
ITAPIRANGA,2000,SC,0.533,0.828,0.682,0.67
ITAPOÁ,2000,SC,0.46,0.797,0.695,0.634
ITUPORANGA,2000,SC,0.454,0.821,0.681,0.633
JABORÁ,2000,SC,0.45,0.769,0.653,0.609
JACINTO MACHADO,2000,SC,0.388,0.776,0.611,0.569
JAGUARUNA,2000,SC,0.447,0.776,0.673,0.616
JARAGUÁ DO SUL,2000,SC,0.652,0.836,0.743,0.74
JARDINÓPOLIS,2000,SC,0.501,0.746,0.551,0.591
JOAÇABA,2000,SC,0.651,0.825,0.757,0.741
JOINVILLE,2000,SC,0.56,0.869,0.739,0.711
JOSÉ BOITEUX,2000,SC,0.37,0.757,0.642,0.564
JUPIÁ,2000,SC,0.417,0.776,0.609,0.582
LACERDÓPOLIS,2000,SC,0.535,0.842,0.76,0.7
LAGES,2000,SC,0.534,0.806,0.71,0.674
LAGUNA,2000,SC,0.496,0.821,0.663,0.646
LAJEADO GRANDE,2000,SC,0.525,0.838,0.674,0.667
LAURENTINO,2000,SC,0.506,0.79,0.717,0.659
LAURO MULLER,2000,SC,0.511,0.793,0.647,0.64
LEBON RÉGIS,2000,SC,0.276,0.762,0.585,0.497
LEOBERTO LEAL,2000,SC,0.321,0.777,0.618,0.536
LINDÓIA DO SUL,2000,SC,0.51,0.769,0.729,0.659
LONTRAS,2000,SC,0.449,0.787,0.656,0.614
LUIZ ALVES,2000,SC,0.459,0.795,0.702,0.635
LUZERNA,2000,SC,0.557,0.852,0.713,0.697
MACIEIRA,2000,SC,0.304,0.762,0.682,0.541
MAFRA,2000,SC,0.523,0.803,0.66,0.652
MAJOR GERCINO,2000,SC,0.406,0.805,0.632,0.591
MAJOR VIEIRA,2000,SC,0.41,0.76,0.633,0.582
MARACAJÁ,2000,SC,0.413,0.807,0.741,0.627
MARAVILHA,2000,SC,0.57,0.819,0.689,0.685
MAREMA,2000,SC,0.438,0.849,0.686,0.634
MASSARANDUBA,2000,SC,0.576,0.853,0.707,0.703
MATOS COSTA,2000,SC,0.288,0.777,0.601,0.512
MELEIRO,2000,SC,0.454,0.785,0.739,0.641
MIRIM DOCE,2000,SC,0.478,0.787,0.61,0.612
MODELO,2000,SC,0.475,0.815,0.647,0.63
MONDAÍ,2000,SC,0.442,0.78,0.649,0.607
MONTE CARLO,2000,SC,0.344,0.75,0.577,0.53
MONTE CASTELO,2000,SC,0.401,0.764,0.607,0.571
MORRO DA FUMAÇA,2000,SC,0.426,0.808,0.681,0.617
MORRO GRANDE,2000,SC,0.401,0.785,0.596,0.572
NAVEGANTES,2000,SC,0.434,0.783,0.656,0.606
NOVA ERECHIM,2000,SC,0.495,0.828,0.698,0.659
NOVA ITABERABA,2000,SC,0.398,0.788,0.651,0.589
NOVA TRENTO,2000,SC,0.486,0.817,0.68,0.646
NOVA VENEZA,2000,SC,0.509,0.8,0.704,0.659
NOVO HORIZONTE,2000,SC,0.362,0.758,0.64,0.56
ORLEANS,2000,SC,0.481,0.796,0.683,0.639
OTACÍLIO COSTA,2000,SC,0.511,0.751,0.668,0.635
OURO,2000,SC,0.481,0.818,0.715,0.655
OURO VERDE,2000,SC,0.494,0.775,0.673,0.636
PAIAL,2000,SC,0.352,0.777,0.602,0.548
PAINEL,2000,SC,0.314,0.732,0.64,0.528
PALHOÇA,2000,SC,0.478,0.852,0.693,0.656
PALMA SOLA,2000,SC,0.394,0.765,0.619,0.571
PALMEIRA,2000,SC,0.333,0.73,0.661,0.544
PALMITOS,2000,SC,0.433,0.79,0.695,0.619
PAPANDUVA,2000,SC,0.386,0.78,0.595,0.564
PARAÍSO,2000,SC,0.334,0.808,0.608,0.547
PASSO DE TORRES,2000,SC,0.431,0.807,0.627,0.602
PASSOS MAIA,2000,SC,0.355,0.756,0.597,0.543
PAULO LOPES,2000,SC,0.418,0.814,0.627,0.598
PEDRAS GRANDES,2000,SC,0.428,0.824,0.642,0.609
PENHA,2000,SC,0.459,0.817,0.671,0.631
PERITIBA,2000,SC,0.51,0.831,0.663,0.655
PETROLÂNDIA,2000,SC,0.396,0.78,0.652,0.586
BALNEÁRIO PIÇARRAS,2000,SC,0.47,0.802,0.702,0.642
PINHALZINHO,2000,SC,0.515,0.839,0.673,0.663
PINHEIRO PRETO,2000,SC,0.545,0.769,0.636,0.644
PIRATUBA,2000,SC,0.414,0.787,0.664,0.6
PLANALTO ALEGRE,2000,SC,0.529,0.819,0.676,0.664
POMERODE,2000,SC,0.581,0.834,0.733,0.708
PONTE ALTA,2000,SC,0.316,0.743,0.599,0.52
PONTE ALTA DO NORTE,2000,SC,0.402,0.75,0.634,0.576
PONTE SERRADA,2000,SC,0.39,0.73,0.636,0.566
PORTO BELO,2000,SC,0.495,0.802,0.702,0.653
PORTO UNIÃO,2000,SC,0.539,0.796,0.689,0.666
POUSO REDONDO,2000,SC,0.384,0.814,0.653,0.589
PRAIA GRANDE,2000,SC,0.436,0.766,0.64,0.598
PRESIDENTE CASTELLO BRANCO,2000,SC,0.433,0.829,0.691,0.628
PRESIDENTE GETÚLIO,2000,SC,0.53,0.828,0.693,0.672
PRESIDENTE NEREU,2000,SC,0.322,0.852,0.608,0.55
PRINCESA,2000,SC,0.329,0.782,0.596,0.535
QUILOMBO,2000,SC,0.453,0.761,0.67,0.614
RANCHO QUEIMADO,2000,SC,0.416,0.828,0.639,0.604
RIO DAS ANTAS,2000,SC,0.399,0.785,0.645,0.587
RIO DO CAMPO,2000,SC,0.402,0.757,0.644,0.581
RIO DO OESTE,2000,SC,0.465,0.821,0.676,0.637
RIO DOS CEDROS,2000,SC,0.445,0.814,0.676,0.626
RIO DO SUL,2000,SC,0.583,0.795,0.733,0.698
RIO FORTUNA,2000,SC,0.503,0.823,0.668,0.652
RIO NEGRINHO,2000,SC,0.459,0.777,0.657,0.616
RIO RUFINO,2000,SC,0.347,0.75,0.619,0.544
RIQUEZA,2000,SC,0.432,0.79,0.652,0.606
RODEIO,2000,SC,0.543,0.818,0.692,0.675
ROMELÂNDIA,2000,SC,0.358,0.742,0.574,0.534
SALETE,2000,SC,0.527,0.776,0.65,0.643
SALTINHO,2000,SC,0.349,0.735,0.596,0.535
SALTO VELOSO,2000,SC,0.508,0.82,0.708,0.666
SANGÃO,2000,SC,0.34,0.769,0.699,0.567
SANTA CECÍLIA,2000,SC,0.369,0.743,0.614,0.552
SANTA HELENA,2000,SC,0.448,0.821,0.611,0.608
SANTA ROSA DE LIMA,2000,SC,0.417,0.744,0.652,0.587
SANTA ROSA DO SUL,2000,SC,0.457,0.756,0.626,0.6
SANTA TEREZINHA,2000,SC,0.337,0.764,0.593,0.534
